
Average
172.098,180.927,176.285,172.01,167.847,163.688,159.038,156.129,158.078,158.928,160.739,162.193,163.568,164.673,165.848,168.185,170.111,171.887,174.014,176.81,177.354,181.634,187.385,189.227,192.491,195.299,199.291,201.428,208.088,186.638
177.49,186.712,181.439,177.181,173.602,169.461,164.671,161.525,163.826,164.879,166.758,168.392,169.895,171.014,172.389,174.871,176.926,178.726,180.872,183.73,184.284,188.627,194.468,196.24,199.557,202.342,206.188,208.168,214.897,192.437
184.367,194.42,189.22,184.883,181.25,176.582,171.98,168.928,171.462,172.698,174.918,176.678,178.171,179.483,180.932,183.629,185.705,187.562,189.728,192.616,193.157,197.562,203.468,205.22,208.644,211.4,213.644,215.573,223.576,199.795
194.303,205.39,200.06,195.607,191.867,186.982,182.213,179.211,181.79,183.318,185.784,187.728,189.377,190.786,192.345,195.145,197.342,199.286,201.47,204.457,205.044,209.555,215.619,217.277,220.836,223.623,226.035,227.724,235.525,209.834
206.957,219.209,213.833,209.233,205.266,200.088,195.008,191.795,194.518,196.277,198.961,201.162,202.96,204.558,206.182,207.858,210.262,213.36,215.662,217.835,218.341,223.073,229.549,231.121,234.642,237.429,241.383,242.837,249.867,222.925
221.405,234.587,230.862,226.073,221.719,216.195,210.71,207.187,209.165,212.035,214.223,216.629,218.726,220.555,222.359,225.745,228.16,230.366,232.813,236.234,236.81,241.718,248.395,249.952,253.837,256.62,260.518,261.749,268.798,239.431
241.723,256.25,250.176,245.147,240.63,234.723,229.022,225.517,228.82,231.286,234.467,237.192,239.395,241.44,243.338,246.725,249.411,251.603,254.117,257.605,258.483,263.653,270.345,272.03,276.382,279.208,279.821,281.038,288.588,257.378
261.328,277.016,275.327,270.052,264.935,258.569,252.043,248.249,251.417,253.979,257.362,260.351,262.643,264.858,265.628,269.56,272.507,274.886,277.697,281.408,282.089,287.611,294.961,296.6,300.878,303.801,307.979,308.822,316.137,281.547
289.956,307.589,301.364,295.697,290.555,284.068,277.242,273.425,277.241,280.348,284.336,287.724,290.184,292.742,294.95,298.641,301.685,303.925,306.659,310.556,311.784,317.607,324.957,326.864,331.739,334.928,339.012,334.733,342.361,305.208
315.516,335.006,333.778,328.085,322.222,315.186,307.415,303.137,304.613,308.294,313.214,317.23,320.027,322.953,325.51,329.711,332.986,335.521,338.65,342.849,343.844,350.21,358.24,359.982,364.918,367.844,372.114,372.348,379.502,337.681
352.892,374.226,368.075,362.165,356.362,349.012,341.153,336.804,340.906,344.513,349.454,353.672,356.442,359.579,361.751,363.155,366.984,369.786,373.185,377.737,378.488,385.149,393.898,395.302,400.059,402.697,406.717,406.586,413.864,368.585
387.388,411.236,404.61,398.714,393.016,385.51,377.858,373.622,378.875,383.298,389.204,394.023,397.157,400.655,403.381,407.095,410.819,413.189,410.841,415.656,422.985,430.034,432.572,433.325,445.604,448.262,452.387,451.483,450.218,401.038
423.477,450.683,444.31,438.857,433.351,425.95,418.724,415.144,421.76,427.393,434.615,440.358,444.005,448.097,451.41,455.651,459.527,462.095,465.41,470.158,472.228,479.511,487.99,489.24,494.493,496.619,500.162,498.533,506.145,452.415
482.765,512.873,505.226,498.279,492.09,483.242,474.26,469.423,476.754,483.698,490.325,482.723,500.21,504.059,498.316,505.228,510.34,514.246,518.946,524.052,524.267,532.019,541.913,541.8,546.136,547.742,551.037,549.665,558.21,503.964
Max
264.304,276.588,270.135,263.023,257.213,248.491,241.3,236.878,239.541,240.164,243.029,245.026,246.871,248.365,249.951,253.049,256.105,258.584,262.296,266.466,268.254,274.915,283.104,286.341,291.901,296.699,303.634,307.715,318.588,290.12
271.913,285.151,276.436,269.143,263.033,255.574,247.954,243.34,245.891,246.601,249.014,251.018,252.377,254.549,255.898,259.52,262.954,265.14,268.449,272.949,274.823,280.909,289.889,294.178,298.645,303.44,310.23,314.133,324.943,292.879
272.639,285.998,277.288,270.043,263.818,256.521,249.02,244.421,247.042,247.959,250.385,252.328,254.259,255.826,257.748,261.361,264.42,267.175,270.468,275.21,276.263,283.146,292.499,295.951,301.51,306.645,313.311,317.039,328.128,295.223
273.679,286.868,279.761,272.7,266.251,257.716,250.186,245.685,248.754,249.529,252.054,254.301,255.955,257.326,259.704,262.968,266.13,268.81,272.099,276.779,277.735,284.673,294.15,297.529,302.993,307.889,314.66,318.435,329.563,296.589
277.275,291.126,282.173,275.139,268.879,261.403,253.703,249.086,251.941,252.943,255.455,257.59,259.626,261.208,263.065,266.914,269.989,272.766,276.043,280.745,281.78,288.788,298.276,301.72,307.348,312.091,316.898,320.72,331.748,298.873
280.401,294.496,287.278,280.118,273.96,266.3,258.363,253.721,256.295,257.663,260.745,263.07,265.15,266.796,268.821,272.578,275.8,278.615,281.434,286.148,287.083,294.626,304.093,306.791,312.213,317.688,323.621,327.393,338.45,304.371
286.83,301.545,293.808,286.684,279.745,272.814,265.063,260.215,263.464,264.88,267.899,270.321,272.613,274.455,276.413,280.309,283.518,286.478,290.024,294.684,295.59,302.724,312.309,315.378,320.818,325.499,332.151,335.713,346.814,311.063
295.816,311.186,302.398,295.301,289.336,282.435,274.451,269.209,273.043,274.799,277.93,280.654,283.158,285.023,287.315,291.451,294.876,297.876,301.453,306.216,307.14,314.378,324.113,327.066,332.595,337.236,343.646,346.946,358.161,320.729
307.278,324.034,315.366,308.139,302.083,294.304,286.633,281.546,285.77,287.83,291.53,294.464,296.951,299.138,301.554,306.048,309.508,312.604,316.214,321.026,321.929,329.27,339.113,342.034,347.74,352.333,356.074,359.289,372.626,332.991
323.839,342.316,333.434,326.011,319.779,311.636,303.689,298.685,302.984,305.53,309.64,312.88,315.628,317.976,320.575,325.241,328.904,332.143,335.784,340.761,341.74,349.259,359.365,362.129,368.06,372.705,376.725,379.54,392.541,349.723
344.929,365.348,356.388,348.721,342.11,333.48,325.013,319.659,324.196,327.129,331.601,335.27,338.266,340.93,343.636,346.43,350.436,355.6,359.436,363.058,363.901,371.789,382.582,385.201,391.07,395.715,402.305,404.728,416.445,371.543
369.009,390.979,384.77,376.789,369.532,360.325,351.184,345.311,348.608,353.391,357.039,361.049,364.543,367.591,370.598,376.241,380.266,383.943,388.021,393.723,394.683,402.863,413.991,416.586,423.061,427.7,434.196,436.248,447.996,399.051
402.871,427.084,416.96,408.578,401.05,391.205,381.703,375.861,381.366,385.476,390.778,395.32,398.991,402.4,405.564,411.208,415.685,419.339,423.529,429.341,430.805,439.421,450.575,453.383,460.636,465.346,466.368,468.396,480.98,428.963
435.546,461.693,458.877,450.086,441.559,430.948,420.071,413.748,419.029,423.299,428.936,433.918,437.738,441.43,442.713,449.266,454.179,458.143,462.829,469.013,470.149,479.351,491.601,494.333,501.464,506.335,513.298,514.703,526.895,469.245
483.26,512.649,502.274,492.829,484.259,473.446,462.07,455.709,462.068,467.246,473.892,479.54,483.64,487.904,491.584,497.735,502.809,506.541,511.099,517.593,519.64,529.345,541.595,544.774,552.898,558.213,565.02,557.889,570.601,508.68
525.86,558.343,556.296,546.808,537.036,525.31,512.359,505.228,507.688,513.824,522.023,528.716,533.378,538.255,542.516,549.518,554.976,559.201,564.416,571.415,573.074,583.683,597.066,599.97,608.196,613.073,620.19,620.58,632.504,562.801
588.154,623.71,613.459,603.608,593.936,581.686,568.588,561.34,568.176,574.189,582.424,589.454,594.07,599.298,602.918,605.259,611.64,616.31,621.975,629.561,630.814,641.915,656.496,658.836,666.765,671.162,677.861,677.643,689.774,614.309
645.646,685.393,674.35,664.523,655.026,642.516,629.764,622.704,631.458,638.83,648.673,656.705,661.928,667.759,672.301,678.491,684.699,688.648,684.735,692.76,704.975,716.723,720.954,722.208,742.674,747.103,753.979,752.472,750.364,668.396
705.795,751.139,740.516,731.429,722.251,709.916,697.873,691.908,702.934,712.322,724.359,733.93,740.008,746.828,752.35,759.418,765.878,770.159,775.684,783.596,787.046,799.185,813.316,815.4,824.155,827.698,833.604,830.889,843.575,754.025
804.608,854.789,842.043,830.465,820.15,805.403,790.433,782.371,794.59,806.164,817.208,804.538,833.683,840.098,830.526,842.046,850.567,857.076,864.91,873.42,873.778,886.697,903.189,903,910.226,912.904,918.395,916.108,930.35,839.94
